feature,importance
deposit_amount,0.33976224
transaction_amount_24hour,0.2528283
payment_CRYPTO,0.15361172
transaction_count_24hour,0.106277786
is_cross_border,0.04954389
payment_WALLET,0.04323637
amount_per_tx_24h,0.019110605
payment_BANK,0.007677858
payment_CASH,0.003383371
country_TH,0.0031193169
amount_ratio_week_day,0.0018533601
country_KR,0.001826487
transaction_amount_1week,0.0012381565
transaction_count_1week,0.0011812712
country_VN,0.0011068444
stay_qualify_YES,0.0010685254
country_GB,0.0009545618
payment_CARD,0.000909636
country_US,0.0009000738
transaction_count_1month,0.00087749644
transaction_amount_1month,0.00087003544
amount_per_tx_1month,0.0008422796
id_type_PASSPORT,0.0008370079
amount_ratio_month_week,0.0007332907
country_ID,0.0007253945
country_SG,0.00055129384
country_MY,0.00052684464
amount_per_tx_1week,0.0005193823
id_type_ID,0.00045778297
id_type_DL,0.00040759984
country_ES,0.0004009955
country_DE,0.00037770675
country_CN,0.00030688613
country_IN,0.0003038584
country_CA,0.0002982639
country_IT,0.00029767316
country_BR,0.0002734214
country_PH,0.00026123566
country_AU,0.00020943918
country_MX,0.00017183836
country_JP,9.657978e-05
country_FR,6.337381e-05
tx_accel_month,0.0
tx_accel_week,0.0
